100,1.21684,0.53878,0.97624,3.80722,6.6976,6.6378,6.61788,3.28898,6.71754,6.69758,5.60128,6.67062,5.98174
200,7.86976,4.38546,6.53802,6.18876,12.0198,12.3188,12.2789,5.88028,12.4384,12.3785,9.96652,12.3387,17.1936
300,26.1542,15.1449,20.7291,10.0071,18.8372,19.5182,19.1629,9.70746,18.8967,19.2855,16.2058,20.6507,37.6739
400,67.7144,38.6915,52.8795,18.1986,33.089,32.0327,28.7897
